10000 4655
651 270 1.000000000
652 222 1.000000000
652 271 1.000000000
653 222 1.000000000
653 271 1.000000000
654 223 1.000000000
654 272 1.000000000
655 223 1.000000000
655 272 1.000000000
656 224 1.000000000
656 273 1.000000000
657 224 1.000000000
657 273 1.000000000
658 225 1.000000000
658 274 1.000000000
659 225 1.000000000
659 274 1.000000000
660 226 1.000000000
660 275 1.000000000
661 226 1.000000000
661 275 1.000000000
662 227 1.000000000
662 276 1.000000000
663 227 1.000000000
663 276 1.000000000
664 228 1.000000000
664 277 1.000000000
665 228 1.000000000
665 277 1.000000000
666 229 1.000000000
666 278 1.000000000
667 229 1.000000000
667 278 1.000000000
668 230 1.000000000
668 279 1.000000000
669 230 1.000000000
669 279 1.000000000
670 231 1.000000000
670 280 1.000000000
671 231 1.000000000
671 280 1.000000000
672 232 1.000000000
672 281 1.000000000
673 232 1.000000000
673 281 1.000000000
674 233 1.000000000
674 282 1.000000000
675 233 1.000000000
675 282 1.000000000
676 234 1.000000000
676 283 1.000000000
677 234 1.000000000
677 283 1.000000000
678 235 1.000000000
678 284 1.000000000
679 235 1.000000000
679 284 1.000000000
680 236 1.000000000
680 285 1.000000000
681 236 1.000000000
681 285 1.000000000
682 237 1.000000000
682 286 1.000000000
683 237 1.000000000
683 286 1.000000000
684 238 1.000000000
684 287 1.000000000
685 238 1.000000000
685 287 1.000000000
686 239 1.000000000
686 288 1.000000000
687 239 1.000000000
687 288 1.000000000
688 240 1.000000000
688 289 1.000000000
689 240 1.000000000
689 289 1.000000000
690 241 1.000000000
690 290 1.000000000
691 241 1.000000000
691 290 1.000000000
692 242 1.000000000
692 291 1.000000000
693 242 1.000000000
693 291 1.000000000
694 243 1.000000000
694 292 1.000000000
695 243 1.000000000
695 292 1.000000000
696 244 1.000000000
696 293 1.000000000
697 244 1.000000000
697 293 1.000000000
698 245 1.000000000
698 294 1.000000000
699 245 1.000000000
699 294 1.000000000
702 246 1.000000000
702 295 1.000000000
703 246 1.000000000
703 295 1.000000000
704 247 1.000000000
704 296 1.000000000
705 247 1.000000000
705 296 1.000000000
706 248 1.000000000
706 297 1.000000000
707 248 1.000000000
707 297 1.000000000
708 249 1.000000000
708 298 1.000000000
709 249 1.000000000
709 298 1.000000000
710 250 1.000000000
710 299 1.000000000
711 250 1.000000000
711 299 1.000000000
712 251 1.000000000
712 300 1.000000000
713 251 1.000000000
713 300 1.000000000
714 252 1.000000000
714 301 1.000000000
715 252 1.000000000
715 301 1.000000000
716 253 1.000000000
716 302 1.000000000
717 253 1.000000000
717 302 1.000000000
718 254 1.000000000
718 303 1.000000000
719 254 1.000000000
719 303 1.000000000
720 255 1.000000000
720 304 1.000000000
721 255 1.000000000
721 304 1.000000000
722 256 1.000000000
722 305 1.000000000
723 256 1.000000000
723 305 1.000000000
724 257 1.000000000
724 306 1.000000000
725 257 1.000000000
725 306 1.000000000
726 258 1.000000000
726 307 1.000000000
727 258 1.000000000
727 307 1.000000000
728 259 1.000000000
728 308 1.000000000
729 259 1.000000000
729 308 1.000000000
730 260 1.000000000
730 309 1.000000000
731 260 1.000000000
731 309 1.000000000
732 261 1.000000000
732 310 1.000000000
733 261 1.000000000
733 310 1.000000000
734 262 1.000000000
734 311 1.000000000
735 262 1.000000000
735 311 1.000000000
736 263 1.000000000
736 312 1.000000000
737 263 1.000000000
737 312 1.000000000
738 264 1.000000000
738 313 1.000000000
739 264 1.000000000
739 313 1.000000000
740 265 1.000000000
740 314 1.000000000
741 265 1.000000000
741 314 1.000000000
742 266 1.000000000
742 315 1.000000000
743 266 1.000000000
743 315 1.000000000
744 267 1.000000000
744 316 1.000000000
745 267 1.000000000
745 316 1.000000000
746 268 1.000000000
746 317 1.000000000
747 268 1.000000000
747 317 1.000000000
748 269 1.000000000
748 318 1.000000000
749 269 1.000000000
749 318 1.000000000
750 270 1.000000000
750 319 1.000000000
751 270 1.000000000
751 319 1.000000000
752 271 1.000000000
752 320 1.000000000
753 271 1.000000000
753 320 1.000000000
754 272 1.000000000
754 321 1.000000000
755 272 1.000000000
755 321 1.000000000
756 273 1.000000000
756 322 1.000000000
757 273 1.000000000
757 322 1.000000000
758 274 1.000000000
758 323 1.000000000
759 274 1.000000000
759 323 1.000000000
760 275 1.000000000
760 324 1.000000000
761 275 1.000000000
761 324 1.000000000
762 276 1.000000000
762 325 1.000000000
763 276 1.000000000
763 325 1.000000000
764 277 1.000000000
764 326 1.000000000
765 277 1.000000000
765 326 1.000000000
766 278 1.000000000
766 327 1.000000000
767 278 1.000000000
767 327 1.000000000
768 279 1.000000000
768 328 1.000000000
769 279 1.000000000
769 328 1.000000000
770 280 1.000000000
770 329 1.000000000
771 280 1.000000000
771 329 1.000000000
772 281 1.000000000
772 330 1.000000000
773 281 1.000000000
773 330 1.000000000
774 282 1.000000000
774 331 1.000000000
775 282 1.000000000
775 331 1.000000000
776 283 1.000000000
776 332 1.000000000
777 283 1.000000000
777 332 1.000000000
778 284 1.000000000
778 333 1.000000000
779 284 1.000000000
779 333 1.000000000
780 285 1.000000000
780 334 1.000000000
781 285 1.000000000
781 334 1.000000000
782 286 1.000000000
782 335 1.000000000
783 286 1.000000000
783 335 1.000000000
784 287 1.000000000
784 336 1.000000000
785 287 1.000000000
785 336 1.000000000
786 288 1.000000000
786 337 1.000000000
787 288 1.000000000
787 337 1.000000000
788 289 1.000000000
788 338 1.000000000
789 289 1.000000000
789 338 1.000000000
790 290 1.000000000
790 339 1.000000000
791 290 1.000000000
791 339 1.000000000
792 291 1.000000000
792 340 1.000000000
793 291 1.000000000
793 340 1.000000000
794 292 1.000000000
794 341 1.000000000
795 292 1.000000000
795 341 1.000000000
796 293 1.000000000
796 342 1.000000000
797 293 1.000000000
797 342 1.000000000
798 294 1.000000000
798 343 1.000000000
799 294 1.000000000
799 343 1.000000000
802 295 1.000000000
802 344 1.000000000
803 295 1.000000000
803 344 1.000000000
804 296 1.000000000
804 345 1.000000000
805 296 1.000000000
805 345 1.000000000
806 297 1.000000000
806 346 1.000000000
807 297 1.000000000
807 346 1.000000000
808 298 1.000000000
808 347 1.000000000
809 298 1.000000000
809 347 1.000000000
810 299 1.000000000
810 348 1.000000000
811 299 1.000000000
811 348 1.000000000
812 300 1.000000000
812 349 1.000000000
813 300 1.000000000
813 349 1.000000000
814 301 1.000000000
814 350 1.000000000
815 301 1.000000000
815 350 1.000000000
816 302 1.000000000
816 351 1.000000000
817 302 1.000000000
817 351 1.000000000
818 303 1.000000000
818 352 1.000000000
819 303 1.000000000
819 352 1.000000000
820 304 1.000000000
820 353 1.000000000
821 304 1.000000000
821 353 1.000000000
822 305 1.000000000
822 354 1.000000000
823 305 1.000000000
823 354 1.000000000
824 306 1.000000000
824 355 1.000000000
825 306 1.000000000
825 355 1.000000000
826 307 1.000000000
826 356 1.000000000
827 307 1.000000000
827 356 1.000000000
828 308 1.000000000
828 357 1.000000000
829 308 1.000000000
829 357 1.000000000
830 309 1.000000000
830 358 1.000000000
831 309 1.000000000
831 358 1.000000000
832 310 1.000000000
832 359 1.000000000
833 310 1.000000000
833 359 1.000000000
834 311 1.000000000
834 360 1.000000000
835 311 1.000000000
835 360 1.000000000
836 312 1.000000000
836 361 1.000000000
837 312 1.000000000
837 361 1.000000000
838 313 1.000000000
838 362 1.000000000
839 313 1.000000000
839 362 1.000000000
840 314 1.000000000
840 363 1.000000000
841 314 1.000000000
841 363 1.000000000
842 315 1.000000000
842 364 1.000000000
843 315 1.000000000
843 364 1.000000000
844 316 1.000000000
844 365 1.000000000
845 316 1.000000000
845 365 1.000000000
846 317 1.000000000
846 366 1.000000000
847 317 1.000000000
847 366 1.000000000
848 318 1.000000000
848 367 1.000000000
849 318 1.000000000
849 367 1.000000000
850 319 1.000000000
850 368 1.000000000
851 319 1.000000000
851 368 1.000000000
852 320 1.000000000
852 369 1.000000000
853 320 1.000000000
853 369 1.000000000
854 321 1.000000000
854 370 1.000000000
855 321 1.000000000
855 370 1.000000000
856 322 1.000000000
856 371 1.000000000
857 322 1.000000000
857 371 1.000000000
858 323 1.000000000
858 372 1.000000000
859 323 1.000000000
859 372 1.000000000
860 324 1.000000000
860 373 1.000000000
861 324 1.000000000
861 373 1.000000000
862 325 1.000000000
862 374 1.000000000
863 325 1.000000000
863 374 1.000000000
